task,uniform_calib,diff_calib,calib_delta,uniform_val,diff_val,val_delta,p0,p1,p2,rho1,calib_indices_file,val_indices_file,best_calib_dir,best_val_dir
lcc,55.62,60.38,4.760000000000005,57.85,63.95,6.100000000000001,0.0,0.75,0.25,0.6,/mnt/home/zh/mustafar/DiffSparseKV/solver_runs/lcc_pertask_try1_per_task_indices/lcc_calibration_indices.json,/mnt/home/zh/mustafar/DiffSparseKV/solver_runs/lcc_pertask_try1_per_task_indices/lcc_validation_indices.json,/mnt/home/zh/mustafar/DiffSparseKV/solver_runs/Meta-Llama-3-8B-Instruct_8192_diff_sparse_kv_0.70_lcc_pertask_try1_lcc_cand1,/mnt/home/zh/mustafar/DiffSparseKV/solver_runs/Meta-Llama-3-8B-Instruct_8192_diff_sparse_kv_0.70_lcc_pertask_try1_lcc_bestdiff_val
